,uk,es,it,de,en,fr,ru
mighty,19886.0,0.0,0.0,0.0,4293.0,0.0,41.0
ago,19342.0,0.0,0.0,0.0,70816.0,0.0,0.0
do,34238.0,61484.0,165144.0,35711.0,586570.0,18290.0,8833.0
here,20514.0,20686.0,17597.0,55812.0,294999.0,19533.0,6584.0
new,17672.0,36352.0,36375.0,45617.0,412918.0,43842.0,33142.0
life,17838.0,13929.0,12749.0,27357.0,221556.0,11993.0,11517.0
without,17151.0,29035.0,32216.0,28510.0,106947.0,28423.0,6556.0
country,16919.0,58652.0,0.0,81270.0,532845.0,56028.0,0.0
where,21293.0,18651.0,19690.0,10057.0,0.0,0.0,8738.0
after,16302.0,39216.0,36495.0,109337.0,274785.0,37991.0,8212.0
city,16244.0,28763.0,18623.0,17835.0,243756.0,23566.0,8923.0
also,24742.0,18331.0,78065.0,195113.0,227505.0,30466.0,2630.0
think,18091.0,7923.0,27226.0,25588.0,275286.0,16629.0,5555.0
glory,15471.0,2182.0,950.0,0.0,39509.0,1849.0,2791.0
something,20030.0,8276.0,6549.0,16317.0,81159.0,0.0,59.0
people,24386.0,11149.0,35060.0,32130.0,771743.0,35474.0,4955.0
say,27540.0,66437.0,3254.0,61782.0,744256.0,51318.0,4778.0
baby,16773.0,1277.0,2387.0,0.0,38981.0,977.0,295.0
see,20620.0,39601.0,45324.0,49291.0,386315.0,35996.0,4864.0
military,16543.0,36783.0,31217.0,26506.0,405248.0,36806.0,14786.0
world,15963.0,68544.0,60380.0,37494.0,614491.0,37706.0,13598.0
first,16178.0,31822.0,31484.0,39339.0,219043.0,26145.0,6684.0
why,16057.0,0.0,6214.0,23129.0,0.0,16163.0,5160.0
russian woman,13445.0,0.0,0.0,0.0,0.0,0.0,114.0
work,24780.0,6820.0,29814.0,11253.0,259227.0,6455.0,4928.0
occupant,12362.0,1668.0,1477.0,0.0,5839.0,1975.0,13701.0
kyiv,16011.0,46419.0,7082.0,35160.0,369572.0,55128.0,13364.0
live,16273.0,12688.0,12678.0,5121.0,221267.0,9913.0,4459.0
news,11904.0,69141.0,88582.0,14719.0,1070901.0,7055.0,17453.0
write,19739.0,2978.0,11768.0,11605.0,65342.0,599.0,5194.0
rocket,16515.0,2948.0,2293.0,9692.0,62186.0,2843.0,7441.0
region,13397.0,20117.0,13513.0,16070.0,224971.0,19552.0,19765.0
understand,18433.0,5707.0,25294.0,21666.0,76602.0,884.0,5221.0
there is no,18902.0,0.0,0.0,0.0,0.0,0.0,45.0
last,13565.0,20656.0,27574.0,25559.0,161829.0,20153.0,4182.0
someone,10676.0,4168.0,10677.0,11490.0,59586.0,0.0,0.0
nothing,11783.0,12158.0,20985.0,37937.0,107692.0,21624.0,4407.0
then,22515.0,7948.0,30119.0,75532.0,176348.0,0.0,4614.0
become,12936.0,0.0,12286.0,1751.0,122103.0,11669.0,6846.0
power,14893.0,3637.0,10152.0,10470.0,181074.0,72884.0,3820.0
take shelter,10133.0,0.0,0.0,0.0,0.0,0.0,0.0
in general,11317.0,0.0,0.0,0.0,0.0,0.0,47.0
photo,15830.0,7858.0,9240.0,4430.0,83794.0,7737.0,8688.0
word,10017.0,5607.0,15642.0,14213.0,86917.0,5794.0,3852.0
leave,13055.0,25811.0,13043.0,8019.0,190912.0,7759.0,5436.0
until,10864.0,20002.0,14111.0,27198.0,26774.0,11787.0,0.0
always,9683.0,10619.0,35484.0,61554.0,103219.0,19409.0,2666.0
light,12439.0,4644.0,17871.0,6166.0,48806.0,2520.0,2919.0
help,17957.0,9354.0,20142.0,43131.0,387769.0,28294.0,7480.0
russian federation,9300.0,0.0,284.0,0.0,0.0,0.0,64.0
video,9535.0,23313.0,17967.0,10752.0,232026.0,16756.0,9572.0
kherson,11774.0,11701.0,17836.0,19897.0,225126.0,22861.0,10904.0
like,17156.0,4519.0,606.0,985.0,432058.0,662.0,2847.0
rock,9144.0,1028.0,292.0,0.0,19457.0,318.0,113.0
again,12327.0,1524.0,1036.0,63506.0,162482.0,25446.0,4331.0
to go,9837.0,544.0,0.0,0.0,0.0,0.0,0.0
wait,8914.0,13618.0,11411.0,8474.0,80819.0,0.0,3537.0
watch,9440.0,142.0,9914.0,2490.0,170598.0,2197.0,0.0
victory,8492.0,7783.0,8304.0,8103.0,68055.0,7829.0,3229.0
ukrainian war,8432.0,227.0,8136.0,69243.0,0.0,0.0,0.0
head,11546.0,2748.0,6594.0,4284.0,113804.0,6147.0,2161.0
question,8863.0,2193.0,5155.0,302.0,67751.0,12536.0,3261.0
dnipro,8500.0,1821.0,2207.0,2664.0,29660.0,2226.0,182.0
big,8068.0,10541.0,2914.0,0.0,153943.0,26279.0,1981.0
never,8058.0,9612.0,28258.0,24139.0,180978.0,16437.0,2377.0
better,10778.0,15557.0,10115.0,737.0,0.0,8069.0,813.0
putin,9219.0,150176.0,309609.0,428809.0,1586378.0,28773.0,25873.0
give,19114.0,29689.0,34945.0,87931.0,281150.0,12926.0,7181.0
?,7933.0,0.0,225.0,0.0,6367.0,0.0,0.0
place,7932.0,12426.0,11258.0,31147.0,115383.0,19623.0,3859.0
friend,8156.0,6601.0,14894.0,12349.0,112223.0,8808.0,3746.0
at,12942.0,285.0,3152.0,377477.0,959517.0,129038.0,26906.0
no one,7648.0,0.0,0.0,12732.0,0.0,0.0,113.0
zelenskyi,7638.0,0.0,238.0,1758.0,1792.0,360.0,0.0
woman,8224.0,0.0,11226.0,26383.0,185782.0,138.0,2868.0
morning,9181.0,932.0,3945.0,11878.0,90340.0,8323.0,3502.0
...,7595.0,0.0,0.0,0.0,0.0,0.0,0.0
shelling,7569.0,0.0,0.0,0.0,32115.0,208.0,5005.0
against,7766.0,55330.0,51010.0,113161.0,399903.0,58241.0,7036.0
find,8242.0,10604.0,16935.0,27951.0,155795.0,18774.0,2904.0
house,11118.0,0.0,0.0,5123.0,100942.0,5705.0,6573.0
invasion of russia,7390.0,0.0,0.0,0.0,0.0,0.0,0.0
history,7358.0,12330.0,16942.0,649.0,115484.0,12870.0,0.0
hero,8000.0,3813.0,5635.0,3563.0,70708.0,3667.0,2300.0
money,7479.0,5763.0,12783.0,19186.0,182922.0,9975.0,2701.0
mariupol,8200.0,23337.0,35340.0,21825.0,236156.0,19323.0,7492.0
slightly,7125.0,124.0,235.0,0.0,3310.0,195.0,137.0
begin,8364.0,15934.0,647.0,18273.0,73562.0,780.0,4280.0
month,7078.0,12046.0,14320.0,12774.0,124668.0,12957.0,2695.0
fine,7330.0,369.0,325.0,1925.0,22245.0,762.0,1798.0
boy,9115.0,1071.0,0.0,595.0,36603.0,921.0,2079.0
good,19932.0,24696.0,14370.0,81853.0,397639.0,62001.0,8631.0
opinion,6897.0,3853.0,12110.0,12529.0,38476.0,2936.0,1244.0
president,6773.0,45134.0,33879.0,25769.0,331307.0,38157.0,0.0
read,8709.0,9696.0,768.0,11525.0,173062.0,8680.0,3820.0
hour,6698.0,14317.0,0.0,5527.0,62067.0,8760.0,2308.0
shock,7615.0,917.0,1045.0,321.0,16368.0,1405.0,1007.0
god,6703.0,1240.0,3961.0,3572.0,92658.0,2890.0,2882.0
together,6951.0,7420.0,7931.0,18490.0,67385.0,3878.0,2136.0
interesting,10127.0,2507.0,2985.0,6497.0,37022.0,2600.0,2403.0
language,6461.0,1689.0,487.0,3256.0,29349.0,2610.0,1585.0
support,10446.0,27602.0,15620.0,45943.0,481932.0,22899.0,5782.0
such,6714.0,3037.0,1289.0,2069.0,69053.0,8973.0,332.0
almost,6240.0,6950.0,7731.0,0.0,51371.0,3214.0,2054.0
girl,7749.0,701.0,0.0,1471.0,47804.0,3072.0,886.0
territory,6210.0,14066.0,12576.0,3176.0,95010.0,11337.0,5111.0
go out,10170.0,13391.0,12187.0,2868.0,0.0,0.0,3236.0
russian aggression,6201.0,0.0,0.0,0.0,0.0,0.0,0.0
to want,6802.0,0.0,0.0,0.0,0.0,39314.0,0.0
army,6424.0,24024.0,16583.0,20775.0,209326.0,44211.0,12990.0
second,7186.0,9399.0,27610.0,5964.0,58638.0,6712.0,3156.0
week,6134.0,10370.0,8132.0,13795.0,132711.0,10129.0,0.0
further,6695.0,108432.0,2867.0,32662.0,22864.0,0.0,805.0
song,6045.0,3667.0,6370.0,2223.0,36050.0,1380.0,1305.0
seem,5997.0,11929.0,13853.0,11581.0,84336.0,6888.0,1207.0
enemy,6894.0,5472.0,6312.0,6129.0,75853.0,5472.0,3642.0
thing,7195.0,0.0,1176.0,2309.0,151029.0,11126.0,1027.0
get,7851.0,2895.0,147.0,5071.0,471281.0,2933.0,4846.0
area,7126.0,4113.0,10655.0,16554.0,98669.0,7984.0,5492.0
putin's war,5729.0,0.0,0.0,6099.0,0.0,0.0,10056.0
..,5722.0,0.0,201.0,2923.0,3853.0,0.0,0.0
fucking,11178.0,993.0,0.0,0.0,23872.0,0.0,2596.0
many,5992.0,0.0,0.0,14159.0,217098.0,6256.0,983.0
crimea,5695.0,7594.0,16148.0,15846.0,113034.0,13040.0,7562.0
to buy,6671.0,0.0,0.0,0.0,0.0,0.0,0.0
earth,5651.0,0.0,7162.0,2558.0,32926.0,5434.0,3318.0
search,7007.0,740.0,359.0,867.0,22109.0,528.0,1977.0
speak,7181.0,156.0,36650.0,23895.0,96108.0,3849.0,7530.0
mother,5859.0,5030.0,3635.0,1848.0,43740.0,2580.0,2632.0
usa,5514.0,68191.0,30229.0,86597.0,783382.0,16751.0,9051.0
terrorist,6584.0,7287.0,7540.0,4631.0,132904.0,7262.0,2817.0
sit,5492.0,710.0,1586.0,7371.0,33282.0,842.0,1814.0
anxiety,5914.0,180.0,660.0,0.0,4060.0,0.0,1083.0
to come,7005.0,0.0,0.0,0.0,0.0,0.0,140.0
believe,6651.0,13322.0,17171.0,24894.0,114186.0,12374.0,2515.0
hand,5428.0,5305.0,11873.0,8097.0,91113.0,6808.0,2449.0
kharkiv,8129.0,10109.0,9113.0,8764.0,152164.0,10466.0,6067.0
necessary,12233.0,3074.0,11628.0,7059.0,20386.0,2762.0,10742.0
how many,5345.0,0.0,0.0,0.0,0.0,0.0,0.0
%,5305.0,0.0,0.0,18539.0,221025.0,0.0,0.0
a tweet,5552.0,0.0,0.0,0.0,0.0,0.0,0.0
hear,6932.0,5664.0,3180.0,14327.0,90182.0,7284.0,1222.0
weapon,5247.0,28387.0,59915.0,54817.0,250849.0,1088.0,5235.0
somewhere,5984.0,0.0,0.0,1611.0,14256.0,0.0,0.0
night,7286.0,926.0,5486.0,6593.0,76619.0,4808.0,4011.0
somehow,5066.0,0.0,0.0,4723.0,7909.0,0.0,0.0
over,8242.0,284.0,342.0,5548.0,373244.0,114.0,212.0
to perish,5013.0,0.0,0.0,0.0,0.0,0.0,0.0
take,7583.0,11502.0,22826.0,21564.0,417993.0,25271.0,4849.0
mr.,5140.0,0.0,0.0,0.0,0.0,2440.0,57.0
troops,4913.0,0.0,0.0,211.0,0.0,0.0,0.0
exactly,5847.0,647.0,4070.0,22624.0,33328.0,2344.0,1991.0
type,5270.0,0.0,0.0,4620.0,22442.0,1398.0,962.0
continue,6180.0,38830.0,2749.0,1564.0,202366.0,15997.0,4584.0
defender,5536.0,182.0,1462.0,1393.0,37424.0,1848.0,1799.0
situation,5009.0,9777.0,10227.0,8096.0,84098.0,14264.0,2931.0
go,12049.0,25992.0,43795.0,70441.0,562105.0,82276.0,10720.0
still,4868.0,11206.0,32792.0,124780.0,224911.0,0.0,0.0
case,7966.0,8436.0,11983.0,10325.0,74575.0,8900.0,4034.0
water,5169.0,4402.0,298.0,2794.0,55078.0,4376.0,2140.0
bahmut,4760.0,0.0,0.0,0.0,1299.0,0.0,0.0
yesterday,5019.0,6185.0,11578.0,9772.0,49521.0,7469.0,1488.0
brothers,5422.0,0.0,0.0,530.0,0.0,0.0,0.0
consider,5497.0,4729.0,7810.0,2068.0,56279.0,5178.0,781.0
death,5040.0,9384.0,7219.0,6645.0,112482.0,954.0,3320.0
try,8416.0,0.0,5021.0,0.0,182770.0,117.0,3736.0
explosion,4623.0,0.0,5462.0,4174.0,60202.0,0.0,3558.0
center,4696.0,9873.0,7858.0,3216.0,46203.0,7672.0,2791.0
problem,5054.0,6036.0,12227.0,15021.0,70995.0,285.0,1926.0
hope,7234.0,1668.0,4692.0,15623.0,143953.0,7987.0,2233.0
beginning,4528.0,2218.0,0.0,10337.0,25045.0,12020.0,0.0
eye,4605.0,3404.0,4693.0,5234.0,46147.0,4642.0,1434.0
sleep,7788.0,1109.0,2197.0,1450.0,23819.0,954.0,1194.0
destroy,8370.0,13581.0,12670.0,21386.0,249683.0,15447.0,11293.0
"""remember""",4482.0,0.0,0.0,0.0,0.0,0.0,0.0
part,5181.0,22575.0,38729.0,16540.0,151439.0,9494.0,3252.0
state,10818.0,30593.0,22697.0,3370.0,251848.0,25401.0,4314.0
to win,4423.0,0.0,0.0,0.0,0.0,0.0,0.0
fuck off,4519.0,0.0,443.0,315.0,0.0,0.0,129.0
right,7942.0,9012.0,27942.0,23039.0,299316.0,18069.0,3401.0
of,4367.0,1566152.0,1000777.0,3119.0,6295576.0,1973568.0,46.0
peaceful,4355.0,1791.0,1322.0,4014.0,29514.0,1400.0,4400.0
near,8824.0,11570.0,407.0,0.0,129102.0,0.0,5134.0
zaporizhzhia,4336.0,1912.0,4920.0,679.0,45090.0,1573.0,0.0
cue,4335.0,0.0,153.0,0.0,1408.0,0.0,0.0
maybe,4444.0,1431.0,4107.0,592.0,60512.0,4610.0,2035.0
one thousand,4327.0,0.0,0.0,0.0,0.0,0.0,0.0
ask,9296.0,22298.0,30241.0,26196.0,126860.0,9910.0,3058.0
forget,6422.0,3152.0,5047.0,9452.0,71931.0,8096.0,1689.0
moment,4748.0,12692.0,12204.0,5051.0,58372.0,12308.0,2072.0
to look,4267.0,0.0,0.0,0.0,0.0,0.0,0.0
best,4821.0,205.0,340.0,898.0,0.0,5337.0,0.0
before,8023.0,11361.0,22851.0,99022.0,99738.0,16230.0,13095.0
solve,5139.0,1377.0,2100.0,3562.0,13644.0,1062.0,0.0
finally,4708.0,1143.0,4046.0,27489.0,41020.0,4717.0,1396.0
poland,4417.0,15349.0,15107.0,22922.0,167500.0,13128.0,2666.0
coffee,4321.0,589.0,780.0,636.0,13894.0,605.0,395.0
action,5345.0,6898.0,6495.0,4099.0,98138.0,6610.0,3068.0
different,4339.0,1379.0,4330.0,11881.0,43918.0,2014.0,1263.0
tomorrow,4155.0,7803.0,7667.0,203.0,35890.0,4275.0,1449.0
walk,5970.0,2927.0,561.0,228.0,33640.0,7106.0,1446.0
once,4140.0,0.0,0.0,13404.0,49514.0,0.0,5064.0
information,4135.0,12620.0,7586.0,4459.0,63958.0,22622.0,2445.0
truth,4432.0,166.0,8132.0,7840.0,98638.0,5625.0,2506.0
affection,4026.0,0.0,422.0,0.0,0.0,0.0,0.0
warning,4263.0,1834.0,725.0,1455.0,18951.0,699.0,194.0
of course,7432.0,0.0,0.0,1556.0,0.0,0.0,0.0
defense,3978.0,180.0,0.0,5963.0,143740.0,18267.0,3266.0
air,5087.0,2436.0,2796.0,3677.0,151075.0,12155.0,2238.0
uah,6171.0,0.0,0.0,0.0,2115.0,0.0,628.0
native,4051.0,372.0,153.0,335.0,7822.0,224.0,345.0
street,4101.0,5124.0,30029.0,5825.0,53058.0,4541.0,2219.0
must,5079.0,0.0,0.0,62769.0,0.0,335.0,0.0
welcome,4676.0,1389.0,3391.0,2248.0,56397.0,4104.0,233.0
shortly,3888.0,0.0,0.0,0.0,4587.0,571.0,0.0
stand,4288.0,122.0,0.0,37721.0,158074.0,330.0,943.0
police,3755.0,4400.0,2706.0,10429.0,62567.0,2706.0,1258.0
this,4034.0,42759.0,44386.0,31944.0,757745.0,176171.0,41665.0
stay,4249.0,1881.0,10815.0,778.0,86462.0,16911.0,4360.0
rashist,3727.0,0.0,0.0,0.0,6915.0,0.0,0.0
era,3825.0,0.0,1396.0,326.0,16737.0,1705.0,235.0
price,3803.0,9060.0,9462.0,7446.0,142720.0,12511.0,2680.0
following,3716.0,3529.0,3634.0,1555.0,2374.0,9065.0,200.0
to show,3715.0,0.0,0.0,0.0,0.0,5992.0,0.0
listen,3712.0,283.0,5491.0,2274.0,60491.0,5157.0,1059.0
long,7605.0,5579.0,7952.0,28068.0,193340.0,6459.0,767.0
village,4180.0,825.0,50438.0,2293.0,43975.0,3653.0,2549.0
full,3900.0,4830.0,5897.0,10289.0,123551.0,6407.0,2389.0
february,3624.0,4452.0,5023.0,5017.0,33892.0,6338.0,1466.0
warrior,3777.0,648.0,359.0,0.0,16368.0,1102.0,1010.0
only,4008.0,37192.0,2329.0,137658.0,323709.0,5090.0,186.0
crime,3613.0,11006.0,11411.0,10232.0,162884.0,15367.0,4714.0
border,3930.0,8666.0,1444.0,11747.0,120020.0,9227.0,2974.0
couple,3607.0,954.0,738.0,0.0,18678.0,796.0,84.0
finished,5486.0,184.0,396.0,0.0,0.0,550.0,321.0
exist,3571.0,4234.0,579.0,1638.0,28695.0,3952.0,714.0
to kill,6394.0,0.0,0.0,0.0,0.0,0.0,0.0
odesa,4923.0,0.0,484.0,482.0,31154.0,341.0,0.0
number,5436.0,4686.0,5800.0,6824.0,71489.0,7104.0,2740.0
possibility,3500.0,2484.0,3341.0,4143.0,13221.0,1645.0,0.0
channel,3489.0,4840.0,5014.0,1993.0,40367.0,983.0,3129.0
front,3684.0,0.0,0.0,10470.0,85380.0,0.0,2644.0
fact,3472.0,4286.0,202.0,6528.0,84888.0,199.0,1373.0
machinery,3463.0,457.0,0.0,0.0,1990.0,0.0,0.0
feel,3806.0,3760.0,12283.0,5797.0,88178.0,3176.0,858.0
hate,3671.0,2519.0,9721.0,3528.0,57329.0,2731.0,948.0
norm,3425.0,0.0,538.0,0.0,3654.0,0.0,832.0
civil,3671.0,21590.0,26288.0,4621.0,24335.0,22022.0,1746.0
mrs.,3409.0,0.0,0.0,0.0,0.0,0.0,0.0
pass,9007.0,18302.0,10508.0,0.0,40474.0,22338.0,1485.0
burn,3443.0,2077.0,2318.0,2970.0,49047.0,1689.0,3300.0
detail,3365.0,9225.0,2027.0,1976.0,43852.0,1813.0,884.0
end,4419.0,10657.0,19348.0,20646.0,217540.0,15775.0,4522.0
europe,3455.0,32909.0,42344.0,45059.0,298369.0,46398.0,3358.0
occupied,3359.0,0.0,0.0,6080.0,5796.0,0.0,485.0
school,3749.0,5388.0,5505.0,4211.0,69390.0,4624.0,2067.0
system,3665.0,10059.0,7452.0,4446.0,116399.0,7491.0,2359.0
level,3332.0,5644.0,5398.0,3345.0,55728.0,5110.0,1300.0
nato,3318.0,13515.0,0.0,101992.0,745109.0,56257.0,5422.0
apparently,3312.0,699.0,270.0,17727.0,21491.0,1484.0,584.0
evening,3306.0,7014.0,7359.0,4309.0,19174.0,10747.0,1370.0
machine,3269.0,534.0,1306.0,460.0,28005.0,1544.0,398.0
dance,4141.0,1084.0,2523.0,714.0,13014.0,508.0,295.0
keep,6545.0,8064.0,302.0,1693.0,166546.0,2016.0,296.0
ppo,3263.0,0.0,0.0,0.0,0.0,0.0,97.0
start,4225.0,11316.0,31605.0,5484.0,223458.0,1888.0,5084.0
answer,6935.0,5863.0,12903.0,9803.0,39788.0,10705.0,2807.0
plan,5682.0,6425.0,3259.0,6497.0,140280.0,7076.0,2435.0
holiday,3331.0,167.0,0.0,612.0,27718.0,1315.0,903.0
return,6857.0,13767.0,16275.0,1053.0,71188.0,2234.0,3302.0
home,7853.0,12282.0,18049.0,3346.0,143081.0,198.0,1582.0
twitter,6647.0,6840.0,3860.0,8930.0,124557.0,6277.0,1519.0
among,3825.0,0.0,0.0,0.0,39522.0,2558.0,1354.0
game,3314.0,15793.0,4207.0,4695.0,82718.0,5283.0,196.0
direction,3600.0,0.0,2793.0,6585.0,36512.0,3544.0,4029.0
fear,4443.0,6510.0,7471.0,16645.0,56411.0,6703.0,879.0
intrusion,3126.0,0.0,0.0,0.0,0.0,0.0,0.0
combat,3117.0,9962.0,3579.0,1088.0,41515.0,5638.0,3023.0
attack,5714.0,16212.0,37549.0,42113.0,332100.0,16401.0,4763.0
drone,4460.0,12579.0,7193.0,3416.0,133701.0,9685.0,4290.0
gathering,3112.0,122.0,234.0,0.0,2967.0,1915.0,0.0
inform,3375.0,12737.0,2082.0,3020.0,12199.0,1925.0,48.0
eat,5170.0,1987.0,1950.0,3458.0,23171.0,1788.0,692.0
actually,3469.0,0.0,670.0,32064.0,52127.0,0.0,345.0
azov,4087.0,5552.0,10705.0,4776.0,67426.0,11476.0,4570.0
company,3275.0,9267.0,3790.0,8132.0,97857.0,6265.0,2966.0
phone,3066.0,865.0,744.0,478.0,29070.0,1175.0,0.0
loss,3374.0,3287.0,3550.0,5422.0,65269.0,5803.0,48.0
lviv,6880.0,1536.0,526.0,2922.0,38549.0,2721.0,568.0
minute,3045.0,5331.0,3954.0,2768.0,34712.0,3172.0,1011.0
put,6037.0,15025.0,26418.0,6503.0,109456.0,25198.0,2464.0
heart,3330.0,2365.0,4383.0,3003.0,55480.0,4268.0,1077.0
film,3345.0,187.0,630.0,379.0,31278.0,1155.0,54.0
direct,6543.0,0.0,9860.0,9361.0,32531.0,16430.0,174.0
top,4056.0,1683.0,1796.0,722.0,83473.0,1043.0,786.0
favorite,3270.0,1375.0,540.0,0.0,12784.0,198.0,0.0
storage,3167.0,330.0,337.0,330.0,10768.0,375.0,230.0
bridge,3137.0,5667.0,5313.0,2005.0,50413.0,4978.0,2722.0
hard,4762.0,3171.0,3689.0,5280.0,68382.0,3056.0,646.0
for the first time,3001.0,0.0,0.0,1632.0,0.0,0.0,0.0
wounded,2997.0,0.0,0.0,451.0,2401.0,0.0,1286.0
drink,3636.0,151.0,462.0,1148.0,14641.0,1408.0,855.0
at once,4437.0,0.0,0.0,0.0,0.0,0.0,535.0
to declare,2975.0,6479.0,0.0,0.0,0.0,0.0,0.0
look,5836.0,5946.0,657.0,15340.0,251241.0,6842.0,4967.0
between,2948.0,32159.0,50546.0,16044.0,115911.0,0.0,1722.0
arrive,3336.0,20185.0,23144.0,5577.0,45803.0,12525.0,1070.0
item,2945.0,323.0,7314.0,0.0,17977.0,0.0,207.0
completely,2941.0,3178.0,3204.0,10479.0,35684.0,3246.0,0.0
consequence,2935.0,5532.0,5460.0,13731.0,36857.0,0.0,1852.0
body,2928.0,3733.0,3843.0,761.0,54699.0,3650.0,1568.0
small,7946.0,0.0,5138.0,12761.0,51849.0,0.0,2667.0
less,3543.0,14204.0,11700.0,0.0,47813.0,14438.0,649.0
side,5070.0,6699.0,1463.0,0.0,95981.0,12024.0,3502.0
occur,3576.0,3772.0,0.0,242.0,11840.0,318.0,0.0
old,2974.0,2073.0,4316.0,13670.0,108697.0,3155.0,1243.0
position,3722.0,11838.0,8753.0,18537.0,75741.0,8220.0,3522.0
minister,2945.0,15167.0,15358.0,2473.0,140734.0,16077.0,2365.0
security,2835.0,12517.0,179.0,7508.0,143846.0,10628.0,712.0
hostile,2824.0,587.0,1574.0,1873.0,4801.0,665.0,1396.0
father,3037.0,3095.0,2788.0,2002.0,24422.0,2249.0,818.0
black,3022.0,5345.0,5058.0,8428.0,81122.0,5968.0,1392.0
topic,2937.0,0.0,0.0,0.0,12874.0,0.0,0.0
at night,2929.0,0.0,0.0,597.0,0.0,0.0,0.0
happen,3587.0,3358.0,11220.0,15116.0,160688.0,0.0,2945.0
orc,2806.0,841.0,1075.0,642.0,11408.0,583.0,2541.0
es,2788.0,2386.0,0.0,0.0,2708.0,0.0,0.0
desire,2911.0,1059.0,532.0,1995.0,10127.0,491.0,0.0
decision,2783.0,5060.0,4803.0,7299.0,59982.0,5307.0,0.0
ok,3731.0,0.0,2288.0,4297.0,29991.0,1120.0,924.0
regular,3218.0,598.0,860.0,383.0,9288.0,478.0,229.0
wish,3294.0,0.0,2492.0,11120.0,58777.0,986.0,833.0
result,3350.0,10588.0,5953.0,7597.0,79966.0,10177.0,4414.0
to fight,3069.0,0.0,0.0,0.0,0.0,0.0,0.0
freedom,2754.0,7526.0,12068.0,15591.0,121260.0,9288.0,0.0
nation,2923.0,5640.0,6879.0,4220.0,113541.0,5468.0,808.0
road,2844.0,1578.0,349.0,0.0,34320.0,3773.0,1791.0
