,word,count
372,blow,42984
373,exist,42979
374,fascist,42978
375,arrest,42929
376,central,42913
377,powerful,42842
378,cover,42808
379,independent,42692
380,sad,42626
381,beat,42352
382,proud,42335
383,strike,42205
384,mariupol,42182
385,go out,41961
386,fuck,41910
387,third,41664
388,stopwar,41563
389,residential,41463
390,damage,41410
391,withdraw,41382
392,recent,41341
393,involve,41266
394,past,41252
395,impose,41221
396,otar,41004
397,accuse,40924
398,nice,40766
399,achieve,40736
400,stupid,40662
401,deny,40198
402,green,40186
403,ensure,40162
404,back,40114
405,wound,39526
406,wake,39193
407,walk,38897
408,belong,38891
409,daily,38827
410,affect,38760
411,earn,38669
412,easy,38618
413,prevent,38569
414,evacuate,38483
415,eastern,38140
416,fifaworldcup,38084
417,attempt,37947
418,responsible,37648
419,survive,37540
420,key,37383
421,democratic,37366
422,soviet,37230
423,polish,37159
424,world,37147
425,light,37136
426,single,37057
427,medical,37021
428,digital,36833
429,gain,36831
430,trust,36549
431,eat,36500
432,modern,36216
433,indian,36159
434,fund,36092
435,participate,36069
436,worth,35938
437,iranian,35881
438,state,35740
439,delivery,35698
440,catch,35543
441,️,35450
442,bear,35291
443,travel,35267
444,bidir,34846
445,admit,34823
446,treat,34791
447,inform,34706
448,future,34560
449,answer,34541
450,reduce,34292
451,express,34185
452,stoprussianow,33898
453,less,33616
454,guess,33483
455,surrender,33459
456,update,33422
457,critical,33363
458,another,33276
459,front,33272
460,train,33222
461,ignore,33150
462,develop,33124
463,sound,33105
464,urge,33082
465,liberate,33073
466,simple,32970
467,terrible,32839
468,canadian,32739
469,abandon,32557
470,deal,32429
471,likely,32425
472,cry,32350
473,common,32331
474,arm,32320
475,crazy,32088
476,remind,32026
477,weak,32012
478,rape,31696
479,alive,31629
480,order,31517
481,escape,31395
482,private,31319
483,cross,31311
484,alone,31289
485,fear,31158
486,approve,31074
487,focus,30971
488,due,30857
489,ukraine️,30796
490,blue,30792
491,to announce,30756
492,standwithukrain,30392
493,far,30365
494,diplomatic,30357
495,cold,30325
496,sorry,30263
497,repeat,29762
498,promise,29697
499,suggest,29554
500,similar,29511
501,double,29490
502,operate,29460
503,ongoing,29443
504,legal,29426
505,rich,29385
506,advance,29290
507,russiaisanazistate,29290
508,count,29269
509,deep,29231
510,click,29208
511,normal,29191
512,knowledge,29004
513,to stay,28980
514,discover,28975
515,to need,28914
516,feed,28874
517,historical,28823
518,armored,28800
519,non,28773
520,realize,28758
521,sovereign,28736
522,regional,28661
523,fucking,28620
524,turkish,28547
525,sleep,28485
526,early,28476
527,produce,28464
528,final,28370
529,suspend,28349
530,manage,28324
531,funny,28310
532,step,28303
533,deploy,28259
534,draw,28208
535,personal,28101
536,invite,27975
537,address,27917
538,head,27864
539,correct,27863
540,conduct,27857
541,represent,27802
542,false,27797
543,strengthen,27695
544,excellent,27656
545,expand,27628
546,israeli,27593
547,organize,27561
548,bless,27453
549,describe,27413
550,hurt,27319
551,southern,27254
552,multiple,27199
553,hot,27193
554,secret,27116
555,afraid,26961
556,sanction,26923
557,mention,26914
558,collect,26879
559,cancel,26838
560,solve,26826
561,seize,26766
562,notice,26725
563,sick,26704
564,lay,26669
565,laugh,26653
566,brutal,26564
567,expose,26475
568,further,26360
569,compare,26309
570,nfts,26250
571,require,26195
572,natural,26164
573,sustain,26105
574,promote,26067
575,worry,26023
576,online,26014
577,respect,25995
578,justify,25983
579,russiaukraine,25876
580,urgent,25824
581,finance,25561
582,introduce,25476
583,fast,25368
584,unique,25282
585,issue,25256
586,azov,25224
587,regard,25210
588,ukrainecounteroffensive,25206
589,anonymous,25200
590,respond,25180
591,eliminate,25162
592,clean,25106
593,kick,25092
594,vladimir,25012
595,aim,25006
596,canada,24951
597,significant,24814
598,territorial,24787
599,viral,24753
600,offensive,24469
601,unite,24436
602,replace,24388
603,federal,24345
604,improve,24344
605,tactical,24182
606,joint,24159
607,oppose,24131
608,west,24101
609,mass,24089
610,additional,23974
611,even,23946
612,protest,23885
613,matter,23793
614,positive,23733
615,transfer,23673
616,perfect,23668
617,provoke,23624
618,cost,23607
619,“,23582
620,look for,23574
621,result,23541
622,resist,23360
623,incredible,23351
624,maintain,23254
625,bloody,23150
626,host,23146
627,african,23135
628,establish,23114
629,to continue,23035
630,experience,23030
631,smart,22971
632,popular,22951
633,escalate,22911
634,dirty,22907
635,engage,22884
636,restore,22817
637,rebuild,22707
638,request,22529
639,secure,22512
640,elect,22494
641,torture,22466
642,shut,22416
643,note,22403
644,mark,22398
645,extend,22344
646,busy,22197
647,interested,22163
648,relate,22100
649,cool,22009
650,reject,21977
651,willing,21976
652,struggle,21881
653,connect,21877
654,active,21862
655,war,21667
656,criticize,21637
657,fill,21589
658,teach,21588
659,impossible,21587
660,sink,21584
661,investigate,21558
662,tweet,21549
663,super,21544
664,demonstrate,21483
665,healthy,21428
666,cheap,21416
667,joebiden,21397
668,successful,21382
669,ukriane,21299
670,propose,21255
671,rule,21210
672,name,21175
673,ukrainerussia,21174
674,certain,21105
675,united states,21034
676,ai,20958
677,disgusting,20878
678,retweet,20843
679,prime,20831
680,elderly,20804
681,obvious,20781
682,senior,20770
683,wwiii,20719
684,fix,20716
685,industrial,20515
686,separate,20511
687,gather,20470
688,quite,20412
689,collapse,20375
690,freeze,20370
691,ukranian,20331
692,rescue,20278
693,wonderful,20273
694,guilty,20267
695,horrible,20244
696,react,20238
697,putin,20234
698,bet,20195
699,unknown,20181
700,twitter,20172
701,to report,20120
702,stick,20103
703,record,19964
704,hire,19963
705,carry out,19927
706,worldnew,19861
707,to accuse,19853
708,hand,19815
709,punish,19777
710,point,19773
711,immediate,19767
712,occur,19692
713,odessa,19646
714,to use,19556
715,pure,19518
716,jewish,19425
717,fine,19361
718,effective,19309
719,unitedstate,19257
720,pick,19187
721,united,19147
722,succeed,19135
723,battle,19121
724,mobilize,19030
725,famous,19012
726,there is no,18932
727,news,18911
728,recommend,18907
729,liberal,18842
730,identify,18841
731,geopolitical,18829
732,register,18766
733,warm,18760
734,contribute,18737
735,link,18727
736,usual,18722
737,fair,18713
738,neutral,18708
739,complain,18706
740,appreciate,18642
741,violate,18642
742,suppose,18602
743,concern,18551
744,moral,18522
745,presidential,18495
746,benefit,18490
747,genocidal,18449
748,view,18431
749,form,18387
750,glad,18375
751,suffice,18360
752,pandemic,18342
753,electric,18312
754,dark,18210
755,charge,18177
756,judge,18128
757,potential,18088
758,quote,18075
759,land,18075
760,study,18025
761,pretend,17954
762,racist,17945
763,desperate,17945
764,saudi,17866
765,sanremo2023,17702
766,assume,17701
767,air,17697
768,attend,17659
769,dnipro,17631
770,inspire,17578
771,slow,17516
772,pathetic,17514
773,ruin,17494
774,1st,17454
775,dpr,17391
776,bind,17387
777,encourage,17373
778,tear,17309
779,grateful,17296
780,russiaisaterroriststar,17263
781,exclusive,17222
782,commercial,17221
783,detain,17151
784,mad,17147
785,northern,17140
786,aerial,17078
787,annex,17059
788,tough,16977
789,left,16970
790,italy,16919
791,silent,16910
792,indicate,16905
793,recover,16884
794,grant,16879
795,mental,16875
796,hang,16874
797,extreme,16873
798,absolute,16863
799,useful,16818
800,belarusian,16814
801,essential,16790
802,afu,16751
803,previous,16706
804,strange,16663
805,sing,16623
806,useless,16605
807,better,16578
808,contact,16556
809,fit,16515
810,import,16475
811,export,16464
812,disappear,16447
813,mobile,16400
814,perform,16382
815,fresh,16344
816,surround,16344
817,quick,16307
818,life,16273
819,politic,16258
820,convince,16257
821,execute,16250
822,cultural,16223
823,drink,16160
824,test,16143
825,handsome,16116
826,ethnic,16108
827,russiaterroriststate,16100
828,weaken,16079
829,depend,16077
830,ukrainecrisis,16068
831,domestic,16049
832,design,16049
833,combat,16015
834,finnish,16003
835,standwithukriane,15976
836,2nd,15904
837,occupied,15888
838,jump,15887
839,internal,15885
840,empty,15880
841,swiss,15846
842,search,15831
843,isolate,15820
844,spot,15756
845,argue,15737
846,professional,15724
847,sacrifice,15713
848,adopt,15684
849,trigger,15677
850,favorite,15632
851,poutine,15626
852,insane,15618
853,quit,15612
854,afford,15604
855,guarantee,15596
856,crimea,15576
857,actual,15560
858,locate,15555
859,yellow,15465
860,chemical,15465
861,=,15464
862,assist,15447
863,awesome,15445
864,risk,15326
865,retreat,15324
866,prefer,15277
867,to stop,15271
868,humanright,15264
869,friendly,15210
870,predict,15171
871,hack,15154
872,putinswar,15148
873,syrian,15133
874,boost,15073
875,feature,15072
876,baltic,15047
877,rid,15012
878,pre,14953
879,ancient,14940
880,ww3,14870
881,equal,14859
882,dream,14844
883,conquer,14837
884,communist,14804
885,english,14791
886,america,14768
887,ussr,14765
888,lift,14764
889,argentinian,14741
890,permanent,14714
891,grab,14691
892,biological,14670
893,beg,14666
894,handle,14649
895,cnn,14642
896,expel,14632
897,impact,14607
898,severe,14588
899,palestinian,14564
900,sponsor,14554
901,implement,14553
902,ally,14548
903,s,14548
904,blockchain,14519
905,limit,14504
906,regular,14484
907,startup,14460
908,realestate,14433
909,blind,14421
910,ok,14402
911,courier,14393
912,deadly,14361
913,displace,14352
914,m,14347
915,republican,14316
916,ship,14311
917,violent,14302
918,rare,14274
919,roevswade,14273
920,leak,14273
921,original,14215
922,wide,14191
923,starve,14186
924,forgive,14156
925,intend,14144
926,operational,14130
927,dare,14122
928,bury,14110
929,guide,14051
930,constant,14003
931,determine,14003
932,split,13978
933,resume,13920
934,accountable,13831
935,paint,13817
936,track,13809
937,limited,13805
938,to invade,13780
939,dumb,13725
940,wage,13703
941,tackle,13695
942,defensive,13689
943,approach,13685
944,explode,13676
945,suspect,13650
946,emerge,13649
947,japanese,13643
948,resign,13623
949,south,13609
950,tired,13585
951,press,13556
952,trade,13518
953,to block,13502
954,advanced,13494
955,about,13482
956,ukraineunderattaсk,13440
957,conservative,13439
958,ukrainerussiacrisis,13436
959,hostile,13435
960,drag,13416
961,elonmusk,13412
962,historic,13380
963,ukrainerussiawar️,13361
964,aware,13356
965,shit,13319
966,to name,13299
967,baerbock,13283
968,explore,13281
969,counteroffensive,13263
970,spanish,13253
971,worried,13235
972,reflect,13197
973,brilliant,13196
974,warcrime,13185
975,touch,13170
976,tank,13154
977,collective,13150
978,mexico,13128
979,roll,13110
980,give up,13088
981,divide,13088
982,contain,13064
983,near,13043
984,calm,13012
985,ordinary,12991
986,zelenskyj,12964
987,cease,12939
988,breakingnew,12937
989,ridiculous,12916
990,to call,12908
991,advise,12905
992,various,12892
993,last minute,12851
994,capable,12815
995,submit,12799
996,aggressive,12767
997,comment,12740
998,give back,12735
999,proxy,12729
1000,questions,12728
1001,corporate,12723
1002,horrific,12693
1003,hold up,12678
1004,honest,12677
1005,propaganda,12671
1006,3rd,12623
1007,crash,12622
1008,queenelizabeth,12617
1009,distribute,12572
1010,witness,12557
1011,allege,12557
1012,shake,12554
1013,counter,12543
1014,pursue,12532
1015,inflict,12526
1016,enable,12513
1017,cite,12482
1018,vital,12457
1019,*,12451
1020,crush,12440
1021,fuckputin,12435
1022,list,12427
1023,film,12426
1024,purchase,12418
1025,subscribe,12407
1026,together,12407
1027,to understand,12386
1028,down,12383
1029,scared,12315
1030,pose,12305
1031,exclude,12292
1032,prevail,12291
1033,appoint,12277
1034,climb,12267
1035,annual,12242
1036,tie,12238
1037,arrange,12197
1038,atomic,12171
1039,technical,12149
1040,surprised,12148
1041,unable,12128
1042,undermine,12103
1043,nato,12076
1044,forex,12028
1045,religious,12026
1046,oblast,12024
1047,upcoming,12022
1048,war crimes,11990
1049,average,11989
1050,refer,11970
1051,basic,11947
1052,deport,11937
1053,to plan,11933
1054,dedicate,11920
1055,highlight,11917
1056,massacre,11910
1057,stranger,11889
1058,smile,11863
1059,suck,11861
1060,praise,11859
1061,shameful,11855
1062,delete,11820
1063,to start,11810
1064,china,11771
1065,trap,11756
1066,honor,11724
1067,female,11716
1068,lugansk,11703
1069,orthodox,11701
1070,sweet,11678
1071,born,11678
1072,native,11667
1073,ashamed,11657
1074,expensive,11655
1075,angry,11645
1076,obtain,11617
1077,particular,11617
1078,slaughter,11610
1079,freelance,11607
1080,re,11580
1081,to occupy,11579
1082,pledge,11572
1083,function,11568
1084,equip,11542
1085,delay,11499
1086,energetic,11488
1087,zelenskywarcriminal,11466
1088,solid,11462
1089,accurate,11425
1090,barbaric,11409
1091,verify,11397
1092,wipe,11374
1093,kidnap,11364
1094,transport,11336
1095,doubt,11327
1096,devastating,11324
1097,rest,11319
1098,lavrov,11291
1099,estimate,11285
1100,scholz,11250
1101,recruit,11246
1102,partial,11209
1103,maximum,11187
1104,intervene,11173
1105,load,11172
1106,sexual,11159
1107,challenge,11153
1108,waste,11145
1109,straight,11128
1110,crucial,11123
1111,question,11083
1112,unacceptable,11031
1113,civilized,10998
1114,rip,10998
1115,vs,10995
1116,following,10987
1117,impede,10980
1118,translate,10973
1119,negative,10946
1120,overcome,10936
1121,temporary,10926
1122,poland,10911
1123,insert,10902
1124,damn,10872
1125,propel,10825
1126,doge,10800
1127,policy,10792
1128,war with ukraine,10762
1129,nuke,10704
1130,russiaiscollapse,10695
1131,loose,10674
1132,to assert,10665
1133,intercept,10663
1134,humiliate,10662
1135,chief,10660
1136,repel,10655
1137,forbid,10649
1138,deputy,10641
1139,fantastic,10609
1140,stage,10609
1141,holy,10606
1142,to wait for,10598
1143,concerned,10554
1144,naval,10550
1145,lack,10548
1146,unleash,10538
1147,lower,10528
1148,swift,10526
1149,half,10517
1150,asian,10516
1151,be called,10491
1152,observe,10473
1153,aircraft,10450
1154,stick up for,10437
1155,dig,10421
1156,intensify,10421
1157,russiaisateroriststate,10418
1158,scary,10415
1159,missile,10411
1160,legitimate,10401
1161,to go,10381
1162,peace,10376
1163,convert,10338
1164,intense,10321
1165,canado,10318
1166,found,10298
1167,scream,10285
1168,affirm,10284
1169,politically,10277
1170,fellow,10277
1171,crude,10275
1172,screw,10268
1173,creative,10251
1174,ugly,10225
1175,reliable,10195
1176,to free,10194
1177,extra,10192
1178,decline,10184
1179,fat,10177
1180,cruel,10162
1181,duma,10137
1182,quiet,10121
1183,document,10095
1184,swedish,10083
1185,breaking news,10079
1186,can,10066
1187,nifty,10055
1188,urban,10053
1189,acquire,10035
1190,lucky,10019
1191,unprovoked,10013
1192,voices,10012
1193,get in,10007
1194,loot,9953
1195,lovely,9942
1196,boycott,9941
1197,ballistic,9935
1198,numerous,9932
1199,overturn,9925
1200,define,9921
1201,careful,9878
1202,communicate,9873
1203,insist,9868
1204,tragic,9858
1205,wild,9853
1206,vulnerable,9851
1207,ukrainerussiaconflict,9845
1208,flies,9839
1209,kind,9800
1210,bright,9796
1211,to show,9776
1212,aid,9724
1213,relevant,9707
1214,nationalist,9692
1215,accelerate,9684
1216,typical,9682
1217,minded,9680
1218,ruzzian,9675
1219,no,9666
1220,brief,9656
1221,rely,9635
1222,to hope,9631
1223,shock,9624
1224,preserve,9623
1225,fuel,9612
1226,traditional,9587
1227,ride,9585
1228,dismiss,9582
1229,bilateral,9553
1230,reply,9542
1231,macron,9503
1232,must,9495
1233,"""""",9487
1234,shocking,9461
1235,score,9459
1236,to declare,9454
1237,genocideofukrainian,9446
1238,orban,9438
1239,lock,9423
1240,unbelievable,9421
1241,ukraineconflict,9416
1242,virtual,9408
1243,behave,9399
1244,manipulate,9394
1245,heroic,9369
1246,to provoke,9357
1247,combine,9344
1248,settle,9342
1249,pregnant,9340
1250,solar,9336
1251,christian,9333
1252,donbass,9281
1253,cute,9258
1254,complex,9243
1255,metaverse,9237
1256,greet,9236
1257,extraordinary,9233
1258,recall,9223
1259,to thank,9218
1260,easter,9204
1261,superior,9189
1262,imperialist,9176
1263,video,9166
1264,classic,9155
1265,russianwarcrimes,9128
1266,merry,9117
1267,spare,9109
1268,authoritarian,9072
1269,murderous,9069
1270,destroyed,9037
1271,account,9035
1272,interfere,9017
1273,overthrow,9012
1274,download,9005
1275,tolerate,8963
1276,hypersonic,8958
1277,agricultural,8940
1278,australian,8939
1279,deal with,8937
1280,resolve,8929
1281,liberated,8906
1282,flash,8902
1283,restrict,8901
1284,excited,8893
1285,emotional,8890
1286,consist,8847
1287,denounce,8835
1288,switch,8828
1289,broadcast,8799
1290,sustainable,8790
1291,upset,8763
1292,besiege,8762
1293,appropriate,8758
1294,influence,8752
1295,shout,8741
1296,irish,8734
1297,sabotage,8719
1298,abroad,8704
1299,flow,8678
1300,embrace,8677
1301,figure,8676
1302,drone,8675
1303,best,8673
1304,to be able to,8668
1305,imperial,8662
1306,deprive,8660
1307,nytime,8660
1308,medium,8658
1309,generate,8654
1310,realise,8650
1311,fierce,8620
1312,shame,8616
1313,scare,8611
1314,awful,8609
1315,fool,8592
1316,surprise,8585
1317,moscow,8545
1318,blinken,8545
1319,leftist,8538
1320,blackmail,8530
1321,please,8523
1322,very,8520
1323,graphic,8503
1324,lysychansk,8502
1325,govern,8500
1326,exploit,8499
1327,await,8496
1328,decisive,8465
1329,excuse,8460
1330,elite,8459
1331,unlikely,8453
1332,fourth,8450
1333,patriotic,8430
1334,reverse,8423
1335,inevitable,8407
1336,side,8406
1337,newsflash,8401
1338,homeless,8385
1339,nowar,8344
1340,retire,8338
1341,digitalmarkete,8325
1342,halt,8314
1343,rush,8297
1344,closetheskyoverukraine,8297
1345,acknowledge,8297
1346,bears,8294
1347,grand,8272
1348,appeal,8266
1349,emphasize,8261
1350,align,8256
1351,flood,8247
1352,pack,8225
1353,monitor,8210
1354,eternal,8194
1355,cdnpoli,8185
1356,fundamental,8183
1357,to reach,8175
1358,wash,8173
1359,middle,8162
1360,dominate,8159
1361,instal,8159
1362,shoot down,8146
1363,to fear,8141
1364,disrupt,8137
1365,compete,8134
1366,greek,8132
1367,economictime,8114
1368,ultimate,8100
1369,ukrain,8093
1370,stream,8071
1371,denazify,8067
1372,renew,8046
1373,exchange,8033
1374,4th,8029
1375,there,8023
1376,age,8008
1377,dance,7979
1378,known,7977
1379,genocide,7977
1380,giveaway,7967
1381,knock,7955
1382,transform,7948
1383,exceed,7936
1384,prosecute,7932
1385,match,7930
1386,russianukrainian,7925
1387,rank,7917
1388,to hush up,7906
1389,worthy,7902
1390,shine,7876
1391,square,7875
1392,catastrophic,7874
1393,electronic,7873
1394,disgust,7871
1395,sentence,7869
1396,round,7866
1397,underestimate,7853
1398,opinion,7851
1399,review,7845
1400,toxic,7832
1401,bidenworstpresidentever,7830
1402,plant,7825
1403,to drive,7822
1404,detect,7810
1405,endless,7807
1406,to warn,7802
1407,heartbreaking,7799
1408,terrorize,7789
1409,storm,7784
1410,random,7779
1411,analyze,7777
1412,weekly,7775
1413,associate,7770
1414,encounter,7766
1415,install,7766
1416,injured,7757
1417,opposite,7740
1418,print,7740
1419,fulfill,7737
1420,muslim,7727
1421,unprecedented,7718
1422,signal,7718
1423,rocket,7713
1424,crimean,7711
1425,distract,7705
1426,shift,7701
1427,physical,7699
1428,pour,7683
1429,vow,7667
1430,curious,7666
1431,alternative,7656
1432,21st,7652
1433,absurd,7646
1434,gtto,7641
1435,today,7635
1436,advocate,7634
1437,specific,7596
1438,multi,7590
1439,russiainvadedukraine,7588
1440,cooperate,7573
1441,to know,7571
1442,dry,7569
1443,cheer,7568
1444,beware,7562
1445,to bomb,7545
1446,exact,7543
1447,manufacture,7540
1448,prepared,7534
1449,environmental,7520
1450,soft,7518
1451,conclude,7511
1452,lethal,7507
1453,weird,7494
1454,golden,7493
1455,interview,7482
1456,latin,7481
1457,censor,7479
1458,to fall,7476
1459,alert,7473
1460,betray,7470
1461,prohibit,7452
1462,czech,7439
1463,uvalde,7419
1464,painful,7417
1465,russiaisaterroiststate,7415
1466,dramatic,7412
1467,confront,7408
1468,decent,7396
1469,piss,7392
1470,hungry,7371
1471,remote,7371
1472,prolong,7371
1473,wise,7369
1474,repair,7351
1475,vlad,7349
1476,undergo,7348
1477,car driver,7344
1478,to count,7340
1479,oscar,7339
1480,ex,7332
1481,venezuelan,7331
1482,worse,7330
1483,mind,7327
1484,impressive,7321
1485,missing,7308
1486,loud,7303
1487,consequences,7301
1488,calculate,7298
1489,serbian,7296
1490,concrete,7294
1491,congratulate,7281
1492,soar,7275
1493,worldwide,7243
1494,proclaim,7240
1495,mount,7238
1496,explosive,7235
1497,endure,7234
1498,harm,7233
1499,assess,7232
1500,smoke,7225
1501,valuable,7222
1502,hungarian,7221
1503,rage,7219
1504,spin,7216
1505,hunt,7213
1506,vile,7208
1507,fjb,7203
1508,islamic,7197
1509,external,7187
1510,armoured,7184
1511,rob,7183
1512,enormous,7183
1513,airborne,7169
1514,subject,7167
1515,raw,7155
1516,to come,7145
1517,to happen,7145
1518,proceed,7144
1519,tiny,7142
1520,severodonetsk,7140
1521,proper,7135
1522,finished,7134
1523,…,7130
1524,kherson,7127
1525,clarify,7127
1526,pump,7124
1527,primary,7112
1528,ukr,7103
1529,vast,7100
1530,to record,7093
1531,educate,7089
1532,to leave ,7085
1533,donetskre,7082
1534,shape,7077
1535,kiss,7075
1536,catholic,7071
1537,hand over,7064
1538,assure,7059
1539,brainwash,7055
1540,pink,7053
1541,stall,7048
1542,intelligent,7041
1543,select,7038
1544,okay,7037
1545,broad,7026
1546,to forbid,7020
1547,deliberate,6999
1548,continuous,6995
1549,award,6987
1550,manifest,6966
1551,north,6965
1552,abstain,6963
1553,mock,6963
1554,to act,6962
1555,value,6958
1556,airplane,6949
1557,abuse,6941
1558,assault,6926
1559,recognise,6925
1560,to attempt,6922
1561,standwithukraine️,6912
1562,usa,6910
1563,unfold,6907
1564,volunteer,6906
1565,pro-russian,6903
1566,fun,6903
1567,arab,6903
1568,standwithukrainir,6900
1569,owe,6890
1570,border,6887
1571,spotify,6877
1572,minor,6876
1573,squeeze,6860
1574,brand,6860
1575,stable,6836
1576,georgian,6834
1577,to exist,6834
1578,dismantle,6830
